AAPL
HPE
CMS
VMC
UAL
LH
VIAC
CHD
ACGL
MTD
TRU
PEAK
FCX
RNG
MKL
KEYS
TEAM
TFX
IAC
MXIM
CAH
CINF
KHC
KSU
DOV
INVH
COO
OMC
CCL
IP
FTNT
ULTA
CFG
SPOT
MRVL
MLM
K
YUMC
MAA
EVRG
KMX
HES
TIF
MGM
RF
AKAM
BURL
CXO
TWLO
CAG
XYL
BMRN
PFG
CTXS
CTL
LDOS
EXPE
DGX
NLY
SUI
DRI
PAYC
WPC
HBAN
LBRDK
NUE
IFF
LNT
SSNC
ABC
UDR
ODFL
BKR
EXR
STE
OKTA
GRMN
WAT
LW
L
DRE
HOLX
ANET
SIVB
TDY
ATO
BR
CBOE
FMC
WAB
AES
INCY
GPC
DOCU
CNP
ALNY
SGEN
MAS
GWW
FOXA
HRL
AMTD
CE
VAR
IEX
NDAQ
NTAP
NVR
EXAS
IT
JKHY
J
WYNN
VICI
XRAY
ELS
QRVO
TYL
EXPD
TTWO
ARNC
ALLE
LNG
WST
ALLY
ZBRA
MKTX
ELAN
GDDY
RJF
HAS
TER
URI
VMW
LNC
HST
FANG
BFB
MPW
PODD
EPAM
NLOK
FICO
TTD
PHM
AAL
GL
ROKU
FNF
VNO
DPZ
RE
TSCO
SJM
WRB
AVY
NCLH
WTRG
Y
TRMB
BRO
UHS
EQH
NI
PNW
TXT
MYL
FDS
WU
CPT
PKI
VER
HSIC
APA
AGNC
LKQ
WRK
CCK
DISH
COUP
REG
ARMK
BAH
GWRE
EMN
NDSN
MTN
ETFC
HII
BFAM
GLPI
ZEN
BKI
FBHS
NRG
DOX
SIRI
JBHT
VST
DISCK
WEX
RPM
IPG
CHRW
NNN
OHI
TAP
NBIX
RGA
IRM
FWONK
WHR
PKG
FRT
LYV
OGE
ALB
CMA
NBL
CSL
GGG
AAP
CTLT
KRC
NOV
SEIC
PTC
DVN
LYFT
CGNX
TTC
MRO
ON
PCG
MOH
POOL
ATUS
SRPT
AIZ
USFD
MASI
JLL
UGI
AZPN
SNA
SCI
CF
RNR
XPO
DVA
CY
CRL
TRGP
JNPR
LII
VOYA
STOR
AFG
CZR
EHC
LAMR
BIO
G
HUBS
NVCR
TPR
MPWR
HUBB
FLIR
AIV
CPB
CABO
DELL
ALK
QGEN
ZION
OLED
TDOC
GNTX
DXC
MHK
FFIV
ENTG
JAZZ
SBNY
ZAYO
TECH
IONS
ST
LEA
RS
LSXMK
GLIBA
HEIA
CHE
KIM
NLSN
LPLA
ATR
SLG
PNR
BG
CONE
ACM
AMH
DEI
HRC
NWL
BWA
EEFT
CBSH
NRZ
PRGO
ABMD
KSS
PFPT
IVZ
GNRC
SPR
PBCT
STWD
MDB
LITE
COLD
XRX
EWBC
CACI
ATH
FAF
PLNT
HDS
CDAY
OC
RGLD
RHI
WBC
POST
PRAH
HTA
TCF
MOS
BEN
HZNP
DCI
NUAN
PVH
PB
CIEN
HFC
ACC
AYX
IAA
CDK
MDU
Z
ORI
MKSI
HXL
WWD
INGR
ARW
MIDD
CW
BWXT
JBLU
TOL
JEF
NYT
ETSY
CASY
AMED
CUZ
CUBE
FIVE
EXEL
DNKN
UNM
FLS
COG
AXTA
TREX
LEG
BRX
HAE
RL
NTNX
SABR
STLD
PEN
AOS
FOX
ITT
WSM
OSK
PWR
NATI
JBL
ZNGA
SNX
FR
PRI
KDP
HPP
PK
WH
WSO
DECK
IDA
NXST
ROL
WAL
MAN
REXR
PFGC
MSG
SRCL
SON
BC
AVTR
EV
CHDN
THG
SAIC
VAC
IPGP
LB
POR
RGEN
BERY
BPOP
PLAN
PII
LECO
SEE
NWSA
HE
HOG
EPR
EGP
BYND
LSI
AAXN
AXS
SRC
FHN
ACAD
BRKR
HIW
CREE
SNV
CFR
W
TTEK
NYCB
SLM
BHF
JBGS
MANH
PCTY
TECD
M
OGS
BKH
HBI
MTG
HQY
MSA
HHC
WPX
HEI
SKX
ALSN
BXMT
GDI
RETA
AWI
SERV
RDN
CRI
CCMP
HR
ASH
BLUE
HELE
HP
S
KMPR
ESNT
MMS
EME
KNX
PE
MAT
DAR
LHCG
RP
SMG
GPK
AL
GRUB
THO
FIVN
HUN
DISCA
PNFP
DLB
CHGG
AYI
CRUS
FSLR
UTHR
TNDM
AGO
LAZ
CR
KBR
SF
PNM
FCN
HRB
MRCY
ROLL
OUT
SWX
FFIN
WBS
CACC
JCOM
WYND
SITE
WEN
STAG
PACW
COR
LSTR
CIT
FL
KEX
SLAB
ERI
TXRH
JHG
SR
FLO
LFUS
NVRO
LOGM
CLH
PSTG
LSXMA
GBT
SBRA
TPX
AGCO
JWN
ALE
AVLR
IART
SMAR
VLY
TRNO
CIM
NUVA
ADS
ACIW
GMED
NVST
LPX
MTCH
CPRI
XEC
STL
BCO
NCR
TWO
AJRD
VVV
NVT
XLRN
PENN
ICUI
AMG
CLGX
IBKR
AAN
SIGI
RHP
NWE
LOPE
MSFUT
SYNH
EQC
CBRL
ENV
HLF
ERIE
RH
EXPO
GPS
UMPQ
QTWO
SSD
RXN
DBX
CVNA
BLKB
MRNA
IPHI
OMCL
FHB
RYN
ZS
VRNT
BLD
FCNCA
ENPH
IBKC
FNB
WTFC
NKTR
NJR
UNVR
COHR
RLI
DOC
BOH
AVT
ARWR
NEOG
FTDR
MTZ
PEGA
CHH
NHI
TKR
EXP
TMHC
WMGI
STRA
GBCI
WRI
QRTEA
FHI
VSAT
RBC
GRA
JBT
HWC
NFG
SVC
CFX
FCFS
LIVN
CBU
PRSP
ORA
FND
CSOD
LBRDA
AWR
TGNA
SAM
VIAV
AMN
THC
BCPC
AVA
BPMC
LM
SAGE
SMTC
WTM
MFA
KBH
OZK
MUR
ASB
CNK
PTCT
IMMU
UBSI
FGEN
VMI
PSB
FEYE
BLDR
COTY
PBF
CPA
UNF
QTS
H
NOVT
OFC
ONB
IIVI
RARE
ENS
ENR
MSM
CCOI
ADC
NEO
CNO
ESTC
PEB
MOGA
ASGN
MAC
BKU
SCCO
NEWR
EVR
MYOK
MUSA
POWI
AGIO
UMBF
IRDM
GH
SHOO
UAA
MIC
SHO
CSFL
UFPI
PGRE
SIX
AEIS
NAVI
APLE
MORN
MNTA
PDM
SKYW
UHAL
TCO
HOMB
LAD
OMF
SJI
BXS
B
TRIP
ITGR
EVBG
DKS
KAR
ARES
ITRI
BRKS
BFA
LCII
SAVE
QLYS
VSH
AGR
FELE
GATX
AEL
QDEL
SYNA
BDN
LANC
BL
AA
VRNS
SEM
COLB
AUB
HALO
ACHC
AXE
POL
FOXF
MGEE
UA
FULT
NSP
FOLD
NEU
OLLI
SUM
ARI
CVBF
CATY
HGV
EE
ZG
WTS
EHTH
WING
GKOS
OLN
RLJ
MTH
FLR
IOVA
ALKS
ARNA
CWT
SC
LPSN
WDFC
COLM
CLDR
SSB
NGVT
TCBI
LXP
EBS
PCH
INSM
LSCC
DAN
GT
CNMD
AN
ENSG
BOKF
RIG
TDC
ISBC
CXP
WWW
MEDP
SAFM
COMM
EXLS
ESI
PRLB
MRTX
INDB
THS
RPD
KMT
JJSF
CC
CWST
WAFD
KW
IVR
CNNE
BYD
SLGN
RAMP
RDFN
TPH
SXT
RPAI
AIT
ADNT
ACIA
ADSW
ESE
EYE
ABM
INT
YELP
CROX
FRPT
IOSP
TREE
SAIA
IRTC
CMPR
CARG
CBT
AIMC
BRC
SPB
FFBC
WRE
HMSY
GTLS
VC
TDS
CMC
PEGI
BJ
KFY
KNSL
AAON
LAUR
AEO
MLHR
R
EPRT
FUL
ATI
CAR
STAY
CMD
ESGR
WLK
KWR
SPXC
HASI
ABCB
GHC
APLS
ICPT
RUN
HLI
CLNY
CLR
HAIN
UCBI
NVTA
TRN
FN
SHEN
DT
WD
WSFS
VRRM
MDC
CWK
BECN
NSIT
ALGT
AMBA
NTRA
ACA
PDCE
FMBI
XHR
FRME
IBOC
AKR
BOX
PBH
GTN
TNET
AIN
WSBC
VG
CRS
MANT
OI
JACK
NWN
SHAK
CTRE
SAIL
NTCT
HI
NSA
GNW
DEA
FSS
AXSM
SFNC
CMP
OTTR
AAT
MMSI
DOOR
HCSG
ROG
SATS
PMT
NG
SANM
DIOD
FCPT
DRH
SMPL
MWA
CVCO
MD
DK
SJW
UFS
PLXS
EVTC
RWT
CVLT
CADE
GEO
APPF
UE
SCL
FORM
BDC
MTX
SFBS
SPSC
DORM
CUB
GNL
CLF
AMWD
JWA
TRTN
CCXI
EPAY
ATGE
MTOR
TRMK
PINC
PRGS
HTZ
CLI
URBN
BMCH
WBT
ARGO
ESRT
FIX
FBP
LADR
IRWD
KTOS
WCC
MNRO
KOS
SBGI
APY
HUBG
PPBI
EPC
WMS
LILAK
CXW
IDCC
ATKR
SITC
WERN
ABG
NAV
WWE
SEAS
PCRX
KTB
MLI
KAMN
GPI
CFFN
MGRC
RGNX
RNST
EGHT
NMIH
PDCO
PRA
FLOW
IBTX
HOPE
BMI
HTLF
BLMN
DHC
ROIC
ETRN
NYMT
BEAT
HRTX
MINI
LTC
TEX
BHVN
RRR
SGMS
WGO
NTB
ONTO
CATM
APPN
SCS
SFM
PRO
TOWN
MGLN
INST
PRAA
CVA
AQUA
EPZM
ALRM
FWRD
NWS
CAKE
PAG
PLAY
TPTX
ELY
LGIH
BANR
CNS
INOV
NWBI
GWB
BGCP
CPK
ALEX
KALU
IBP
HTH
APAM
UNIT
ESPR
RMBS
FG
SBH
ROCK
USPH
NMRK
LGND
WABC
XNCR
X
PZZA
FATE
MC
HNI
DLX
STBA
WK
LTHM
JELD
AMCX
OSIS
HMN
NGHC
OPI
NUS
CSGS
MATX
TERP
WOR
CSII
INFN
TWNK
AX
UHT
AYR
CWEN
KOD
WW
MDRX
HLNE
VBTX
GDOT
ATRC
STAA
DDD
CDLX
NBTB
GO
KEM
AIR
ICFI
PRFT
THRM
DRQ
SVMK
DIN
EGOV
YEXT
MNR
IRT
LZB
AVAV
CNA
HA
RCII
ALTR
RLGY
RARX
PPC
COKE
EAT
EPAC
EIG
STMP
SNBR
ILPT
PFS
TRS
AFIN
EGBN
ENDP
KNL
PTEN
SKY
IRBT
CBZ
EQT
GVA
HL
HURN
TNC
VRTU
TGTX
FCF
AVYA
YETI
VGR
BPR
FIBK
CDE
CORT
WHD
BCC
BBBY
AMKR
PATK
SAFT
HLIO
KRG
MTDR
CTB
KN
PRDO
PRK
BUSE
MSTR
CHRS
IGT
PSMT
DY
MCY
ZUO
HSC
ADUS
TGI
FSCT
SBCF
MDP
TWOU
FIT
RCM
AVNS
SASR
OCFC
MYGN
FBC
BKD
ZGNX
EDIT
ALLK
DENN
IPAR
MXL
WDR
SIG
GRPN
CASH
CNX
CVET
BRKL
TSE
ATSG
BHLB
UI
INN
AM
RUSHA
UVV
ODP
ECOL
MODN
DCPH
TFSL
TTMI
RVNC
LNN
REZI
SNDR
PRNB
CENTA
GCP
MED
GES
SYKE
MBUU
FOE
SWAV
PJT
ARVN
PLUS
JRVR
VVI
MTSI
VCYT
BAND
PS
AIMT
OII
NP
SBSI
PIPR
OXM
SRG
ECPG
CRY
OFG
PLUG
NXRT
MEI
ALG
GMS
TMP
MHO
CVGW
AMSF
SUPN
HLX
PLCE
CLNC
CALM
NPO
DNLI
HCC
AXL
ANF
FBNC
TRTX
SKT
FDP
TRUP
TBK
BHE
SSYS
TENB
CPE
GIII
ACLS
TCMD
ARR
KRNY
BCOR
WIRE
PLOW
GPMT
SFIX
AROC
INSP
TRHC
NHC
SFL
AZZ
KPTI
GOLF
IIPR
MAXR
CHCO
CHCT
FWONA
GTY
LKFN
REGI
INVA
AMBC
EVOP
BANF
BOOT
CHEF
ACCO
ITCI
DNOW
MATW
NTUS
ARCH
BIG
RAVN
AHH
HRI
ASTE
DRNA
DBI
WSC
ICHR
COOP
CDNA
TCBK
EFSC
UFCS
MLAB
USNA
CSWI
SWM
PTLA
MTRN
CORE
TVTY
CVI
SM
KAI
BPFH
CYTK
RPT
COHU
LGFB
SWCH
CARO
GEF
GLNG
MRC
UPLD
PRIM
TBPH
SMP
EBIX
IMAX
MSEX
NNI
NRC
HFWA
RDUS
SP
VICR
CMTL
CCS
MGY
OEC
SGMO
VCEL
SONO
VREX
IRET
STAR
STNG
SWN
CNOB
ENTA
NSTG
TROX
NBHC
CTS
BJRI
STC
CNDT
PGTI
SEB
BATRK
AKS
FDEF
SCHL
AVX
CMCO
SYBT
CRNC
HEES
ALLO
VRTS
MTSC
AKBA
EBSB
ALEC
HTLD
MSGN
BRBR
PD
YMAB
FARO
APOG
UIS
AGYS
UCTT
AERI
ATNX
TILE
HNGR
LMNX
CRMT
GFF
ATRI
SAH
BGS
GBX
PLMR
PLAB
XENT
ABTX
SXI
CKH
CLBK
AEGN
FSP
COLL
RCKT
CCF
GABC
LASR
PARR
ENVA
UTL
TCDA
PNTG
PSN
CLDT
EVRI
PFBC
NFBK
LC
UVE
RDNT
MBI
NEX
ADVM
FTSV
ATRA
NBR
KDMN
UBA
TPRE
MCS
TBBK
RGR
DDS
QCRH
INGN
CARS
GOOD
SCSC
VIRT
WNC
NCBS
CHNG
PRSC
ANDE
FOCS
RAD
EB
KELYA
GLUU
MRTN
BANC
BBIO
MCRI
MMI
WETF
SWI
PUMP
RTRX
LENB
BSIG
TIVO
CPF
QUOT
SRI
FFWM
TTEC
BMRC
OFIX
AMPH
TTGT
DERM
NTGR
GCO
LNTH
HMST
CIR
XPER
CRTX
ALX
EVH
LILA
ANAT
HSKA
GCI
ADT
OPCH
HTBK
SILK
VCRA
VNDA
LBAI
CMO
SSTK
CAL
SRCE
PBI
THR
NXGN
TPIC
LRN
OSW
CDXS
BMTC
DXPE
UVSP
CERS
CTT
SAFE
AGM
JOE
ATNI
EXTR
CASS
QNST
MITT
OAS
VECO
ZUMZ
TRST
QADA
RUTH
HBNC
GMRE
SSP
KOP
IMGN
PEBO
PQG
NXTC
GLT
CIO
ATRO
BKE
PETQ
GOSS
DBD
CWENA
CORR
HSTM
RMR
SNR
FBMS
CAC
WASH
ANIP
INTL
NVEE
AGX
SPWR
GTHX
EGRX
HMHC
CHK
KFRC
TWST
SPAR
AAWW
OMER
CEVA
RMAX
VRS
GRC
TGH
MSBI
HLIT
OIS
CTBI
ACBI
TBI
VSLR
ANIK
NWLI
NX
USCR
FORR
UEIC
CRVL
BTU
TRWH
TELL
MEET
MDGL
LLNW
FBK
YORW
INSW
SXC
EAF
CUBI
SGRY
MYE
PDLI
UMH
DHT
GSHD
BFS
CARA
MBWM
CBB
IMKTA
GTES
RESI
RYTM
RC
WRLD
FFIC
WIFI
PACB
JBSS
HIBB
FLIC
AOBC
OBNK
HZO
CVM
GLDD
VSTO
ETM
GTT
PGC
SRDX
DCOM
ARCB
KRYS
GSBC
LGFA
ASIX
WSBF
NOG
VEC
PI
HCCI
PHAT
FIZZ
PRMW
FIXX
KBAL
HTBI
CBTX
FFG
RVI
TNK
APPS
ATEX
BBSI
BY
TEN
ZIOP
CYH
EVER
BNFT
BE
BLX
ADPT
CRAI
PAHC
LMAT
BZH
URGN
TDW
CNST
HY
KREF
BDGE
BOOM
AXNX
EBF
ECHO
NCMI
PETS
KIDS
TRC
NNBR
UPWK
CYRX
FCBC
KRA
CMRE
CLVS
ARDX
PLT
VKTX
HT
NTLA
EFC
OPB
KURA
ATRS
RUBI
GPRO
TCX
NAT
HAFC
INSG
MGPI
WINA
ANGO
LIND
WPG
TXMD
TLRA
OPK
CDEV
BSTC
CHS
RRGB
SCVL
PRTA
EIDX
ADTN
WTRE
HSII
OSPN
FSB
AVRO
TSC
TR
CWH
FLXN
WSR
JCAP
PUB
ACRE
SLCA
MDLA
THFF
HUD
LXFR
AMK
RCUS
IBCP
MGNX
GPRE
CAI
CLW
CLNE
WMC
TG
USM
MRSN
MTW
CPS
SCU
KRTX
REX
MOFG
LTRPA
CARE
CCRN
AVD
NOVA
CPRX
CATO
IIIV
TPC
APTS
SPTN
BDSI
CPLG
GTS
STFC
EIGI
BRY
OMN
MIK
PFNX
AMRX
MOBL
APEI
FMBH
ANAB
RILY
DOMO
IGMS
WTTR
TRNS
CUTR
ORC
LORL
AXGN
SRNE
FC
PGNY
SCHN
MYRG
GDEN
PDFS
JOUT
VBIV
OOMA
OSUR
SONA
DCO
AMRC
APYX
FI
MTEM
ATEN
ZIXI
COWN
ELF
AROW
BV
SLP
RBCAA
SOI
LVGO
NGM
RGS
UNFI
VHC
LOCO
FF
EQBK
LOB
OMI
NPK
WMK
FLWS
FISI
HMTV
CNR
LFVN
ASMB
MOD
PCYO
FMNB
CNXN
INO
NERV
DHIL
AMTB
MCFT
DFIN
LMNR
VPG
STRL
PHR
MPAA
BHB
RIGL
CALX
WNEB
FCAP
ARD
PAR
BFC
AMC
GME
CHUY
KE
HCKT
CSV
BCEI
REVG
NR
PING
PFSI
ERII
EEX
DGII
OSBC
PCSB
PGNX
TALO
SPNE
PBFS
ODT
RECN
XAN
RST
BRT
IIIN
PBYI
FOR
HVT
MLR
ATEC
STOK
HWKN
WTI
ROAD
LDL
BRP
AJX
HCI
CWCO
NWPX
CCNE
AXDX
TISI
EXPI
BCRX
EXPR
SYRS
CSTR
DSPG
LBRT
TRUE
FRAF
DMRC
LTS
VIE
CLCT
PFIS
WTBA
BLBD
RMBI
MGTX
NSSC
APLT
LPG
SWTX
ETH
EIGR
MTRX
AMSWA
RRBI
APRE
SENEA
CAMP
OYST
DVAX
CTRN
EROS
CELH
SPFI
CPSI
DX
HBT
UNTY
AKTS
ZYXI
CETV
ASC
STML
HAYN
XBIT
MFNC
WLDN
CNSL
HIIQ
TACO
UFPT
UFI
PKE
NVEC
CUE
LAND
OLP
MMAC
IHC
SGH
GBLI
NWFL
MEIP
GHL
DTIL
TBNK
VIVO
AGEN
CCBG
ADES
MVBF
PGEN
BWB
VYGR
HOME
CRC
MNSB
PKBK
TIPT
RUBY
TSBK
POWL
CENT
TUP
CDMO
MCB
FMAO
GEOS
UTMD
CZNC
MCBS
AMAG
KIN
FRPH
ORBC
CENX
RM
BFST
CIVB
BSRR
CDXC
FDBC
CLPR
INS
PAYS
TK
ESXB
BCML
CCB
SPPI
CRDA
MBIN
BBX
MOV
FRGI
BATRA
HONE
GEFB
FCCY
ANH
JYNT
NESR
DSSI
AMOT
HRTG
RICK
ARLO
AMSC
REPL
BOMN
GNTY
DLA
GTYH
LNDC
MNRL
MITK
REAL
WAAS
GRTS
RUSHB
CNBKA
EBTC
CSTE
AMAL
QTRX
CTMX
VRCA
ARTNA
VAPO
BPRN
BGSF
MCBC
ASPS
FOSL
AFMD
OSTK
AMNB
CATC
LAWS
CBMG
IVC
RVSB
AT
GOGO
SLCT
HCAT
PDLB
ISTR
FVCB
OPY
IPI
ESQ
NRIM
PEBK
NKSH
LEVL
DO
FSBW
TPCO
AVID
UBFO
PVAC
AKCA
BOCH
CMLS
CRBP
REPH
FLDM
PBIP
GORO
RGCO
GLOG
TNAV
AAOI
SIBN
RCKY
OVBC
SYX
IDT
FRTA
BHR
WLFC
HBMD
FCBP
PEI
EML
OFLX
STXB
LBC
PKOH
IOTS
PROS
RFL
VRAY
GERN
FSTR
TLYS
BFIN
SALT
RTIX
RBNC
GLRE
ITI
SRRK
TCRR
ARAY
SIEN
EVBN
SBBX
PTGX
CDR
HALL
CRMD
SIGA
SFST
CTO
SIC
I
BYSI
FBM
ONDK
TBIO
FRBA
IMXI
ADRO
RES
HIFS
FNKO
BCOV
ZAGG
GPOR
NC
ERA
JCP
MSON
PCB
SMBK
FGBI
CIA
OPBK
ALBO
AGLE
FNLC
VSEC
OVLY
CONN
CEIX
REV
DHX
EZPW
EGAN
PIRS
TCFC
SNCR
PICO
MNKD
TMST
MLVF
ITIC
TAST
VIACA
GBL
NODK
AGS
SCOR
CRNX
BRG
KALV
FPI
SSTI
CHMI
LCI
HOFT
SMBC
BCBP
DAKT
ECOM
DS
KRO
RBB
ACNB
MPB
SPOK
HBCP
OPRX
MFSF
DJCO
SMMF
ATLO
NPTN
ADMA
IMMR
CALA
TMDX
GALT
ACRX
GNMK
MGTA
KNSA
NATH
PFBI
AMRS
LL
SHBI
HURC
CVLY
TLRD
SFE
ALDX
FRBK
IESC
PTN
FBIZ
TITN
CECE
SPWH
STRS
CURO
WHG
AOSL
CDZI
FNWB
BNED
FLMN
TH
CHMA
GHM
BELFB
EXTN
VRTV
VRA
SYNL
AHT
EGLE
UUUU
MNOV
HABT
CNTY
QUAD
WVE
UEC
ALOT
LCTX
HFFG
INWK
PWOD
NBEV
MESA
CVCY
BWFG
CNCE
PRTY
LJPC
FNHC
MLP
RDI
RBBN
TTI
GRBK
ALTM
CVGI
BGG
RYAM
BREW
WOW
MBIO
RLGT
XERS
LE
EVC
GNC
KVHI
UBX
ORRF
ODC
CFFI
AXTI
MRLN
CTSO
XXII
SBT
CELC
UIHC
OCN
NBN
WEYS
CSLT
MG
JAX
LCNB
BXG
CVTI
HBB
GPX
PLPC
GLYC
INBK
GDP
FFNW
PBPB
EVI
ESSA
PRGX
USX
NVAX
TPB
SMHI
PTVCB
GCAP
CLFD
SGA
DNR
SB
FLXS
RMTI
FPRX
ELVT
HPR
TYME
CHMG
GAIA
ALCO
UNB
XOG
TREC
BXC
IIN
ADMS
AKRX
CTRA
CASA
MRKR
NGS
ESTE
ZYNE
GNK
NATR
KZR
OPTN
LOVE
TEUM
ZEUS
AI
CASI
MDCA
AC
PLSE
GWRS
USLM
SDRL
PMBC
ACTG
LEAF
AMPY
VLGEA
LXRX
III
CCO
TWI
BSET
LQDT
PVBC
JNCE
DGICA
BH
RYI
FET
DSKE
ATHX
CULP
SCWX
FTK
PRTK
NDLS
REI
ELOX
MRNS
EVLO
MNK
ULH
CBAY
TWIN
PHX
OCUL
GENC
FTR
GEN
FARM
SAMG
GCBC
SD
ENZ
ACOR
ESCA
PZN
SGC
EOLS
LQDA
ASRT
ARA
ABEO
CFMS
WLL
CMRX
EPM
OSG
SENS
SYBX
MPX
KLXE
YRCW
SVRA
KALA
SIEB
AFI
NGVC
CYCN
CLXT
TCS
LCUT
NINE
SPKE
DZSI
DLTH
MCRB
CVIA
PYX
LXU
PACD
RRC
BXRX
NTGN
MJCO
MNLO
HNRG
LIVX
RNET
SNDX
ASNA
SBOW
AXAS
FLNT
RLH
VALU
SLDB
AR
MR
NE
SND
ACRS
RRD
GRIF
VHI
STIM
FTSI
JILL
GFN
WATT
XFOR
ROSE
ICD
QEP
ECOR
NL
CIX
XELA
CHRA
WTRH
NCSM
METC
LPI
TZOO
TRXC
PTE
AGE
TUSK
--
CBL
UNT
RTW
TOCA
CLAR
GTXI
--
RTYH0
ESH0
P5N994
